title,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,cluster
The Feeling,GVO,0.611,0.527,8,-6.527,1,0.264,0.0596,0.0,0.101,0.144,102.798,n,1DJQgUWq1rGcRb4sJfGlCA,spotify:track:1DJQgUWq1rGcRb4sJfGlCA,https://api.spotify.com/v1/tracks/1DJQgUWq1rGcRb4sJfGlCA,https://api.spotify.com/v1/audio-analysis/1DJQgUWq1rGcRb4sJfGlCA,200438,4,0
Always on Time,GVO,0.735,0.505,1,-8.14,0,0.0493,0.142,0.0,0.0867,0.67,99.967,n,4Uk5QCROP76monBGE8et1m,spotify:track:4Uk5QCROP76monBGE8et1m,https://api.spotify.com/v1/tracks/4Uk5QCROP76monBGE8et1m,https://api.spotify.com/v1/audio-analysis/4Uk5QCROP76monBGE8et1m,283193,4,2
FirstMilly,GVO,0.762,0.531,1,-8.564,1,0.283,0.0611,0.0,0.181,0.37,153.003,n,498KDutVWDynsZjAONbil6,spotify:track:498KDutVWDynsZjAONbil6,https://api.spotify.com/v1/tracks/498KDutVWDynsZjAONbil6,https://api.spotify.com/v1/audio-analysis/498KDutVWDynsZjAONbil6,188500,4,0
Crazzzy,GVO,0.785,0.572,7,-9.509,1,0.21,0.0388,0.0,0.122,0.769,147.011,n,5AKgEh9uiQWchpUdBvCoFr,spotify:track:5AKgEh9uiQWchpUdBvCoFr,https://api.spotify.com/v1/tracks/5AKgEh9uiQWchpUdBvCoFr,https://api.spotify.com/v1/audio-analysis/5AKgEh9uiQWchpUdBvCoFr,198713,4,4
Get to Know Ya,GVO,0.888,0.497,2,-9.004,1,0.295,0.115,0.0,0.279,0.54,105.008,n,4jYt6s2HmJzNqCQzyiLROV,spotify:track:4jYt6s2HmJzNqCQzyiLROV,https://api.spotify.com/v1/tracks/4jYt6s2HmJzNqCQzyiLROV,https://api.spotify.com/v1/audio-analysis/4jYt6s2HmJzNqCQzyiLROV,141845,4,0
By My Side,GVO,0.557,0.658,4,-6.133,0,0.228,0.00203,0.0,0.371,0.453,160.052,n,0JZeVoHKW3SA8u9XKcpOcS,spotify:track:0JZeVoHKW3SA8u9XKcpOcS,https://api.spotify.com/v1/tracks/0JZeVoHKW3SA8u9XKcpOcS,https://api.spotify.com/v1/audio-analysis/0JZeVoHKW3SA8u9XKcpOcS,219742,4,2
Workin' That Body,GVO,0.844,0.594,3,-7.907,0,0.168,0.293,0.0,0.107,0.672,103.003,n,1adlXSwe5ob3ajglmzO5xg,spotify:track:1adlXSwe5ob3ajglmzO5xg,https://api.spotify.com/v1/tracks/1adlXSwe5ob3ajglmzO5xg,https://api.spotify.com/v1/audio-analysis/1adlXSwe5ob3ajglmzO5xg,165904,4,2
"Bad Bitch, Pt. 2",GVO,0.901,0.561,7,-8.451,1,0.0603,0.0453,0.0,0.171,0.504,103.986,n,43zloCdPEmUjwC0ButRJeA,spotify:track:43zloCdPEmUjwC0ButRJeA,https://api.spotify.com/v1/tracks/43zloCdPEmUjwC0ButRJeA,https://api.spotify.com/v1/audio-analysis/43zloCdPEmUjwC0ButRJeA,168699,4,4
Clap with Hands,Yunuen Kayleeann,0.208,0.29,0,-15.438,1,0.0367,0.993,0.983,0.142,0.222,66.956,n,69VZu3j6tscIrEFbN4zpWW,spotify:track:69VZu3j6tscIrEFbN4zpWW,https://api.spotify.com/v1/tracks/69VZu3j6tscIrEFbN4zpWW,https://api.spotify.com/v1/audio-analysis/69VZu3j6tscIrEFbN4zpWW,81600,5,13
Plaques 2 Racks,V12,0.816,0.625,10,-7.615,0,0.285,0.0313,0.00386,0.0999,0.529,146.9,n,3UipvgGGxXtGSrSuXSQsxR,spotify:track:3UipvgGGxXtGSrSuXSQsxR,https://api.spotify.com/v1/tracks/3UipvgGGxXtGSrSuXSQsxR,https://api.spotify.com/v1/audio-analysis/3UipvgGGxXtGSrSuXSQsxR,172095,4,6
Down Vermillion,Sons of Vengeance,0.552,0.807,2,-5.823,1,0.0362,0.015,0.000211,0.159,0.538,152.06,n,442wC4l3h4fqwlK0CmnY0c,spotify:track:442wC4l3h4fqwlK0CmnY0c,https://api.spotify.com/v1/tracks/442wC4l3h4fqwlK0CmnY0c,https://api.spotify.com/v1/audio-analysis/442wC4l3h4fqwlK0CmnY0c,272602,4,7
Seethrough,Sons of Vengeance,0.246,0.756,6,-6.551,0,0.0748,0.000768,0.0,0.376,0.551,74.456,n,1FuetdZiTdCN2gLdh440ZM,spotify:track:1FuetdZiTdCN2gLdh440ZM,https://api.spotify.com/v1/tracks/1FuetdZiTdCN2gLdh440ZM,https://api.spotify.com/v1/audio-analysis/1FuetdZiTdCN2gLdh440ZM,263705,4,9
Two Words to Hurt,Sons of Vengeance,0.613,0.865,7,-5.213,1,0.0367,0.000135,0.00168,0.0933,0.493,127.994,n,7gxVDpHs4y7J9Krj4NypQj,spotify:track:7gxVDpHs4y7J9Krj4NypQj,https://api.spotify.com/v1/tracks/7gxVDpHs4y7J9Krj4NypQj,https://api.spotify.com/v1/audio-analysis/7gxVDpHs4y7J9Krj4NypQj,229738,4,9
Outbreak,Sons of Vengeance,0.424,0.939,6,-6.019,0,0.134,0.000147,0.0297,0.28,0.433,170.033,n,5Ygz6aTfeoHnZ41dSpPQTu,spotify:track:5Ygz6aTfeoHnZ41dSpPQTu,https://api.spotify.com/v1/tracks/5Ygz6aTfeoHnZ41dSpPQTu,https://api.spotify.com/v1/audio-analysis/5Ygz6aTfeoHnZ41dSpPQTu,201306,4,9
Join the Crash,Sons of Vengeance,0.603,0.876,6,-5.841,0,0.113,0.00204,0.00543,0.456,0.534,85.007,n,7BFblmED1P9nEx7FKQ6mAC,spotify:track:7BFblmED1P9nEx7FKQ6mAC,https://api.spotify.com/v1/tracks/7BFblmED1P9nEx7FKQ6mAC,https://api.spotify.com/v1/audio-analysis/7BFblmED1P9nEx7FKQ6mAC,183351,4,2
Locked Inside,Sons of Vengeance,0.59,0.552,9,-8.117,1,0.0279,0.00592,0.0503,0.182,0.214,80.976,n,5ll4K1ZWIFWoh8VLfO72xH,spotify:track:5ll4K1ZWIFWoh8VLfO72xH,https://api.spotify.com/v1/tracks/5ll4K1ZWIFWoh8VLfO72xH,https://api.spotify.com/v1/audio-analysis/5ll4K1ZWIFWoh8VLfO72xH,323762,4,9
Poser,Sons of Vengeance,0.522,0.937,8,-5.926,0,0.102,0.000723,0.0109,0.201,0.507,160.019,n,0d4lag2Z9AGIgmGTZwvX0G,spotify:track:0d4lag2Z9AGIgmGTZwvX0G,https://api.spotify.com/v1/tracks/0d4lag2Z9AGIgmGTZwvX0G,https://api.spotify.com/v1/audio-analysis/0d4lag2Z9AGIgmGTZwvX0G,296394,4,9
Forbidden,Sons of Vengeance,0.305,0.886,2,-6.246,0,0.124,0.000507,0.0294,0.0943,0.136,86.399,n,2l69dv51n5dmA3BMGkOAJV,spotify:track:2l69dv51n5dmA3BMGkOAJV,https://api.spotify.com/v1/tracks/2l69dv51n5dmA3BMGkOAJV,https://api.spotify.com/v1/audio-analysis/2l69dv51n5dmA3BMGkOAJV,473057,4,9
Tattered Revolver,Sons of Vengeance,0.451,0.909,2,-6.018,1,0.102,2.87e-05,0.137,0.0843,0.531,84.925,n,4BuzUiI9ZN1auPrAKEkpU4,spotify:track:4BuzUiI9ZN1auPrAKEkpU4,https://api.spotify.com/v1/tracks/4BuzUiI9ZN1auPrAKEkpU4,https://api.spotify.com/v1/audio-analysis/4BuzUiI9ZN1auPrAKEkpU4,198843,4,7
This Ain't Love,Berry C. Alcorn,0.73,0.279,2,-12.359,0,0.0368,0.88,8.37e-05,0.094,0.397,112.444,n,7gVPEwVkDXKNixd32of9sE,spotify:track:7gVPEwVkDXKNixd32of9sE,https://api.spotify.com/v1/tracks/7gVPEwVkDXKNixd32of9sE,https://api.spotify.com/v1/audio-analysis/7gVPEwVkDXKNixd32of9sE,153391,4,12
We All Get Fooled,Berry C. Alcorn,0.774,0.352,5,-12.318,0,0.0467,0.883,1.96e-05,0.111,0.816,104.334,n,1p5VvJaeT73u3S6zdlrHbc,spotify:track:1p5VvJaeT73u3S6zdlrHbc,https://api.spotify.com/v1/tracks/1p5VvJaeT73u3S6zdlrHbc,https://api.spotify.com/v1/audio-analysis/1p5VvJaeT73u3S6zdlrHbc,147122,4,2
Fine Lady,Berry C. Alcorn,0.481,0.293,7,-12.93,1,0.0287,0.628,7.4e-05,0.103,0.55,79.629,n,4f9ZJXSyMixy112BfnRBos,spotify:track:4f9ZJXSyMixy112BfnRBos,https://api.spotify.com/v1/tracks/4f9ZJXSyMixy112BfnRBos,https://api.spotify.com/v1/audio-analysis/4f9ZJXSyMixy112BfnRBos,185063,4,12
Love Monkey,Berry C. Alcorn,0.479,0.362,5,-9.495,0,0.031,0.939,0.037,0.102,0.15,111.698,n,1nwgHmJUnvsJluFyCFml8O,spotify:track:1nwgHmJUnvsJluFyCFml8O,https://api.spotify.com/v1/tracks/1nwgHmJUnvsJluFyCFml8O,https://api.spotify.com/v1/audio-analysis/1nwgHmJUnvsJluFyCFml8O,167973,4,12
Reggae Woman,Berry C. Alcorn,0.823,0.434,7,-6.837,1,0.0386,0.64,0.0,0.114,0.775,119.28,n,4ls55FIkBrWbubMyafcW6h,spotify:track:4ls55FIkBrWbubMyafcW6h,https://api.spotify.com/v1/tracks/4ls55FIkBrWbubMyafcW6h,https://api.spotify.com/v1/audio-analysis/4ls55FIkBrWbubMyafcW6h,190868,4,4
Wonder Brigade,Berry C. Alcorn,0.771,0.493,1,-12.6,0,0.0325,0.721,0.043,0.083,0.963,115.172,n,4udGukkf1H8ZuFPOXoy4qq,spotify:track:4udGukkf1H8ZuFPOXoy4qq,https://api.spotify.com/v1/tracks/4udGukkf1H8ZuFPOXoy4qq,https://api.spotify.com/v1/audio-analysis/4udGukkf1H8ZuFPOXoy4qq,134211,4,2
Mi Fuego,Berry C. Alcorn,0.718,0.302,9,-11.9,0,0.0345,0.885,0.0159,0.0719,0.727,120.115,n,5dSFwxbXMAgAkS7kk1ifWI,spotify:track:5dSFwxbXMAgAkS7kk1ifWI,https://api.spotify.com/v1/tracks/5dSFwxbXMAgAkS7kk1ifWI,https://api.spotify.com/v1/audio-analysis/5dSFwxbXMAgAkS7kk1ifWI,208747,4,6
My Sweet Love,Berry C. Alcorn,0.423,0.142,7,-18.743,1,0.0342,0.82,2.45e-05,0.097,0.187,115.685,n,5gyjHOCvn29if27iNr08BG,spotify:track:5gyjHOCvn29if27iNr08BG,https://api.spotify.com/v1/tracks/5gyjHOCvn29if27iNr08BG,https://api.spotify.com/v1/audio-analysis/5gyjHOCvn29if27iNr08BG,210651,4,12
2nite,Kill BAM,0.855,0.646,6,-7.195,0,0.0997,0.228,0.0,0.327,0.401,119.012,n,57fNTZXSDXyP8YvXnS87U0,spotify:track:57fNTZXSDXyP8YvXnS87U0,https://api.spotify.com/v1/tracks/57fNTZXSDXyP8YvXnS87U0,https://api.spotify.com/v1/audio-analysis/57fNTZXSDXyP8YvXnS87U0,147278,4,2
POW,LILUZI,0.834,0.151,0,-15.337,1,0.123,0.143,0.00355,0.187,0.842,125.999,n,01SUr65WqL4Y6T1Ak60xB0,spotify:track:01SUr65WqL4Y6T1Ak60xB0,https://api.spotify.com/v1/tracks/01SUr65WqL4Y6T1Ak60xB0,https://api.spotify.com/v1/audio-analysis/01SUr65WqL4Y6T1Ak60xB0,66038,4,7
One Day,G Les Anxious,0.623,0.292,7,-12.696,1,0.0545,0.476,0.0,0.118,0.0674,134.207,n,1Q9V5f2wFs3x2F4rN5sW76,spotify:track:1Q9V5f2wFs3x2F4rN5sW76,https://api.spotify.com/v1/tracks/1Q9V5f2wFs3x2F4rN5sW76,https://api.spotify.com/v1/audio-analysis/1Q9V5f2wFs3x2F4rN5sW76,200829,4,12
2 Bad,Jaylaflame,0.722,0.582,1,-8.363,1,0.0584,0.412,0.00584,0.139,0.322,145.071,n,3oTwYUkJJqRfUAQeWHFzn0,spotify:track:3oTwYUkJJqRfUAQeWHFzn0,https://api.spotify.com/v1/tracks/3oTwYUkJJqRfUAQeWHFzn0,https://api.spotify.com/v1/audio-analysis/3oTwYUkJJqRfUAQeWHFzn0,145655,4,7
Grandmaster,Addison Mueller,0.513,0.844,5,-4.978,0,0.0298,0.206,0.737,0.151,0.782,99.917,n,7rXPa3qhAV1ElRE9cpfYbU,spotify:track:7rXPa3qhAV1ElRE9cpfYbU,https://api.spotify.com/v1/tracks/7rXPa3qhAV1ElRE9cpfYbU,https://api.spotify.com/v1/audio-analysis/7rXPa3qhAV1ElRE9cpfYbU,118061,4,8
What Would She Know,Asher cataldo,0.293,0.702,3,-8.035,0,0.0471,0.0243,0.0,0.258,0.443,158.047,n,1dhm7CuEyhq4OJuEPydgB0,spotify:track:1dhm7CuEyhq4OJuEPydgB0,https://api.spotify.com/v1/tracks/1dhm7CuEyhq4OJuEPydgB0,https://api.spotify.com/v1/audio-analysis/1dhm7CuEyhq4OJuEPydgB0,177989,4,9
Free Rondo,Nawfside Deuce,0.776,0.512,9,-11.832,1,0.435,0.202,0.0,0.214,0.438,137.009,n,7nR4FpS5XuWL3BucdtrtVE,spotify:track:7nR4FpS5XuWL3BucdtrtVE,https://api.spotify.com/v1/tracks/7nR4FpS5XuWL3BucdtrtVE,https://api.spotify.com/v1/audio-analysis/7nR4FpS5XuWL3BucdtrtVE,150465,4,0
thebreakdown CMGTy,Nawfside Deuce,0.789,0.784,1,-7.87,1,0.275,0.0632,0.0,0.319,0.565,98.074,n,7DD10Pbixcj4cFzVqh3A75,spotify:track:7DD10Pbixcj4cFzVqh3A75,https://api.spotify.com/v1/tracks/7DD10Pbixcj4cFzVqh3A75,https://api.spotify.com/v1/audio-analysis/7DD10Pbixcj4cFzVqh3A75,157848,4,0
Burried ta me,Nawfside Deuce,0.767,0.546,5,-9.307,0,0.272,0.0322,0.0,0.249,0.118,130.15,n,1Gdv6Ho7X5sxFebIuLw1M2,spotify:track:1Gdv6Ho7X5sxFebIuLw1M2,https://api.spotify.com/v1/tracks/1Gdv6Ho7X5sxFebIuLw1M2,https://api.spotify.com/v1/audio-analysis/1Gdv6Ho7X5sxFebIuLw1M2,154227,4,2
ski mask,Nawfside Deuce,0.885,0.535,8,-7.104,0,0.365,0.225,0.0,0.118,0.406,84.995,n,4uSZY8cFpYJLeTMUQLvfnN,spotify:track:4uSZY8cFpYJLeTMUQLvfnN,https://api.spotify.com/v1/tracks/4uSZY8cFpYJLeTMUQLvfnN,https://api.spotify.com/v1/audio-analysis/4uSZY8cFpYJLeTMUQLvfnN,87719,4,6
Please Deuce,Nawfside Deuce,0.852,0.57,1,-8.386,1,0.308,0.017,0.0,0.0833,0.59,117.95,n,55ox6iy6AvrrbNKZwV9qoE,spotify:track:55ox6iy6AvrrbNKZwV9qoE,https://api.spotify.com/v1/tracks/55ox6iy6AvrrbNKZwV9qoE,https://api.spotify.com/v1/audio-analysis/55ox6iy6AvrrbNKZwV9qoE,149520,4,0
6iGGest GoriL7a,Nawfside Deuce,0.883,0.673,8,-6.147,1,0.188,0.0603,0.0,0.278,0.261,142.972,n,6D3ALpDuEdHsEHHi163MLr,spotify:track:6D3ALpDuEdHsEHHi163MLr,https://api.spotify.com/v1/tracks/6D3ALpDuEdHsEHHi163MLr,https://api.spotify.com/v1/audio-analysis/6D3ALpDuEdHsEHHi163MLr,208680,4,0
SSSSSSSSSSS,Nawfside Deuce,0.763,0.677,4,-8.695,1,0.399,0.129,0.0,0.274,0.495,165.687,n,51AW6AMpEMIFIFrWuIxwAm,spotify:track:51AW6AMpEMIFIFrWuIxwAm,https://api.spotify.com/v1/tracks/51AW6AMpEMIFIFrWuIxwAm,https://api.spotify.com/v1/audio-analysis/51AW6AMpEMIFIFrWuIxwAm,199176,4,0
Fukk Dese niggasx2,Nawfside Deuce,0.761,0.771,1,-5.159,1,0.253,0.0116,0.0,0.344,0.273,97.895,n,1g1WFUyL0anlZcufL47wAH,spotify:track:1g1WFUyL0anlZcufL47wAH,https://api.spotify.com/v1/tracks/1g1WFUyL0anlZcufL47wAH,https://api.spotify.com/v1/audio-analysis/1g1WFUyL0anlZcufL47wAH,124872,4,0
Money,Nawfside Deuce,0.592,0.679,5,-10.809,0,0.12,0.39,0.0,0.0866,0.905,130.855,n,4qiX73meWDtdKdX6VPeb3l,spotify:track:4qiX73meWDtdKdX6VPeb3l,https://api.spotify.com/v1/tracks/4qiX73meWDtdKdX6VPeb3l,https://api.spotify.com/v1/audio-analysis/4qiX73meWDtdKdX6VPeb3l,148532,4,2
Nawfside,Nawfside Deuce,0.533,0.597,10,-8.423,1,0.581,0.0304,0.0,0.145,0.265,124.755,n,5TypFBit4iBVrjBRZCLo3a,spotify:track:5TypFBit4iBVrjBRZCLo3a,https://api.spotify.com/v1/tracks/5TypFBit4iBVrjBRZCLo3a,https://api.spotify.com/v1/audio-analysis/5TypFBit4iBVrjBRZCLo3a,210077,4,0
4rc,Nawfside Deuce,0.763,0.677,4,-8.695,1,0.399,0.129,0.0,0.274,0.495,165.687,n,7mlc7ZgzcTXcP4Iren9naQ,spotify:track:7mlc7ZgzcTXcP4Iren9naQ,https://api.spotify.com/v1/tracks/7mlc7ZgzcTXcP4Iren9naQ,https://api.spotify.com/v1/audio-analysis/7mlc7ZgzcTXcP4Iren9naQ,199176,4,0
From Da Nawf (ZMIX),Nawfside Deuce,0.835,0.485,8,-8.59,1,0.189,0.789,0.000458,0.616,0.483,130.037,n,3DWdBFMtlwscEBYy1SLmRs,spotify:track:3DWdBFMtlwscEBYy1SLmRs,https://api.spotify.com/v1/tracks/3DWdBFMtlwscEBYy1SLmRs,https://api.spotify.com/v1/audio-analysis/3DWdBFMtlwscEBYy1SLmRs,169143,4,10
6DoubleGDeuce,Nawfside Deuce,0.885,0.386,6,-14.511,1,0.0587,0.416,0.0234,0.145,0.263,120.0,n,6tPGuO2vhzkBoKyNDgfRvo,spotify:track:6tPGuO2vhzkBoKyNDgfRvo,https://api.spotify.com/v1/tracks/6tPGuO2vhzkBoKyNDgfRvo,https://api.spotify.com/v1/audio-analysis/6tPGuO2vhzkBoKyNDgfRvo,162376,4,12
soldierXdojo,Nawfside Deuce,0.712,0.505,10,-10.768,0,0.354,0.314,0.0,0.294,0.643,143.882,n,1syTLQnnjtJyfIDKjen3D4,spotify:track:1syTLQnnjtJyfIDKjen3D4,https://api.spotify.com/v1/tracks/1syTLQnnjtJyfIDKjen3D4,https://api.spotify.com/v1/audio-analysis/1syTLQnnjtJyfIDKjen3D4,214439,4,6
NoHookMF,Nawfside Deuce,0.829,0.537,8,-10.483,1,0.521,0.38,0.0,0.127,0.701,145.893,n,4zuaIqBRGyWdBiTfeRpr6S,spotify:track:4zuaIqBRGyWdBiTfeRpr6S,https://api.spotify.com/v1/tracks/4zuaIqBRGyWdBiTfeRpr6S,https://api.spotify.com/v1/audio-analysis/4zuaIqBRGyWdBiTfeRpr6S,159984,4,0
broke,Nawfside Deuce,0.689,0.748,1,-8.61,1,0.419,0.479,3.7e-05,0.376,0.753,130.419,n,0lLnZIJGmfKMNG6p1yGors,spotify:track:0lLnZIJGmfKMNG6p1yGors,https://api.spotify.com/v1/tracks/0lLnZIJGmfKMNG6p1yGors,https://api.spotify.com/v1/audio-analysis/0lLnZIJGmfKMNG6p1yGors,137568,4,0
apXdeuce,Nawfside Deuce,0.819,0.539,11,-5.523,1,0.0872,0.607,3.46e-06,0.102,0.367,133.97,n,3s5mOY4265tySzEXtudJw8,spotify:track:3s5mOY4265tySzEXtudJw8,https://api.spotify.com/v1/tracks/3s5mOY4265tySzEXtudJw8,https://api.spotify.com/v1/audio-analysis/3s5mOY4265tySzEXtudJw8,205368,4,4
GDeuce,Nawfside Deuce,0.785,0.728,1,-3.349,1,0.213,0.196,0.0,0.0975,0.16,140.012,n,0PA7NnX8hA0mmEwr6zHWdv,spotify:track:0PA7NnX8hA0mmEwr6zHWdv,https://api.spotify.com/v1/tracks/0PA7NnX8hA0mmEwr6zHWdv,https://api.spotify.com/v1/audio-analysis/0PA7NnX8hA0mmEwr6zHWdv,123888,4,0
NoHook3,Nawfside Deuce,0.862,0.622,1,-4.78,0,0.112,0.0843,0.0,0.122,0.224,136.014,n,51oG8tKnokQj2ZhkrNUTxm,spotify:track:51oG8tKnokQj2ZhkrNUTxm,https://api.spotify.com/v1/tracks/51oG8tKnokQj2ZhkrNUTxm,https://api.spotify.com/v1/audio-analysis/51oG8tKnokQj2ZhkrNUTxm,126096,4,2
50kX.22,Nawfside Deuce,0.571,0.916,4,-3.938,0,0.123,0.241,0.0,0.92,0.46,142.969,n,35oUIBhzIYNyWPof96wfNC,spotify:track:35oUIBhzIYNyWPof96wfNC,https://api.spotify.com/v1/tracks/35oUIBhzIYNyWPof96wfNC,https://api.spotify.com/v1/audio-analysis/35oUIBhzIYNyWPof96wfNC,213984,4,10
FDN4,Nawfside Deuce,0.639,0.673,7,-7.779,1,0.384,0.42,0.0,0.0989,0.889,113.136,n,0UIIMLmbpqw2EEiktPE63H,spotify:track:0UIIMLmbpqw2EEiktPE63H,https://api.spotify.com/v1/tracks/0UIIMLmbpqw2EEiktPE63H,https://api.spotify.com/v1/audio-analysis/0UIIMLmbpqw2EEiktPE63H,150288,5,4
Mi Ultimo Aliento,Jor Posada,0.547,0.628,0,-6.027,1,0.0291,0.651,0.0,0.0981,0.555,103.767,n,14QQHikkPcmSk5ctHQ9l6W,spotify:track:14QQHikkPcmSk5ctHQ9l6W,https://api.spotify.com/v1/tracks/14QQHikkPcmSk5ctHQ9l6W,https://api.spotify.com/v1/audio-analysis/14QQHikkPcmSk5ctHQ9l6W,218080,4,7
Mi Corazon y Tus Mentiras,Jor Posada,0.602,0.612,10,-6.463,1,0.0282,0.646,0.000331,0.323,0.587,103.693,n,6jJ2tf9K2Jqe6uYNXJy47t,spotify:track:6jJ2tf9K2Jqe6uYNXJy47t,https://api.spotify.com/v1/tracks/6jJ2tf9K2Jqe6uYNXJy47t,https://api.spotify.com/v1/audio-analysis/6jJ2tf9K2Jqe6uYNXJy47t,208427,4,4
Las Ganas,Jor Posada,0.676,0.649,0,-6.937,1,0.0692,0.482,1.46e-06,0.149,0.967,163.901,n,2JPAY3dx4jWpBInOBqR1hy,spotify:track:2JPAY3dx4jWpBInOBqR1hy,https://api.spotify.com/v1/tracks/2JPAY3dx4jWpBInOBqR1hy,https://api.spotify.com/v1/audio-analysis/2JPAY3dx4jWpBInOBqR1hy,194853,4,7
La Vida Me da Sorpresas,Jor Posada,0.741,0.736,5,-4.846,1,0.0569,0.568,0.0,0.036,0.925,105.846,n,0HPYYP6zne8kGxSVmpNk0a,spotify:track:0HPYYP6zne8kGxSVmpNk0a,https://api.spotify.com/v1/tracks/0HPYYP6zne8kGxSVmpNk0a,https://api.spotify.com/v1/audio-analysis/0HPYYP6zne8kGxSVmpNk0a,175560,4,4
Ansias de Amor,Jor Posada,0.568,0.491,2,-7.449,0,0.0253,0.618,0.239,0.237,0.371,86.88,n,1IRogUsob4kJ4FOv9FTq5h,spotify:track:1IRogUsob4kJ4FOv9FTq5h,https://api.spotify.com/v1/tracks/1IRogUsob4kJ4FOv9FTq5h,https://api.spotify.com/v1/audio-analysis/1IRogUsob4kJ4FOv9FTq5h,268747,4,2
Me Equivoque Contigo,Jor Posada,0.555,0.669,0,-6.168,1,0.0272,0.394,0.000155,0.274,0.722,105.889,n,2Vx4mcVpvIE9PpVubLTcAu,spotify:track:2Vx4mcVpvIE9PpVubLTcAu,https://api.spotify.com/v1/tracks/2Vx4mcVpvIE9PpVubLTcAu,https://api.spotify.com/v1/audio-analysis/2Vx4mcVpvIE9PpVubLTcAu,194533,4,7
Algo Esta Pasando ( Sin Mi ),Jor Posada,0.83,0.554,0,-6.412,1,0.044,0.29,1.52e-05,0.176,0.961,112.99,n,15sY3zNaJ8BzyXd6Ar0J9f,spotify:track:15sY3zNaJ8BzyXd6Ar0J9f,https://api.spotify.com/v1/tracks/15sY3zNaJ8BzyXd6Ar0J9f,https://api.spotify.com/v1/audio-analysis/15sY3zNaJ8BzyXd6Ar0J9f,189933,4,7
Ya Estufas,Jor Posada,0.693,0.662,2,-5.555,1,0.0467,0.501,0.0,0.0348,0.857,103.717,n,7ttLof2DxxD2fblzjiVGZj,spotify:track:7ttLof2DxxD2fblzjiVGZj,https://api.spotify.com/v1/tracks/7ttLof2DxxD2fblzjiVGZj,https://api.spotify.com/v1/audio-analysis/7ttLof2DxxD2fblzjiVGZj,192240,4,7
Como el Sol,Jor Posada,0.671,0.671,5,-5.777,1,0.056,0.67,2.17e-06,0.233,0.875,106.768,n,7nKulD0E2hxwzLtyA9wgzC,spotify:track:7nKulD0E2hxwzLtyA9wgzC,https://api.spotify.com/v1/tracks/7nKulD0E2hxwzLtyA9wgzC,https://api.spotify.com/v1/audio-analysis/7nKulD0E2hxwzLtyA9wgzC,157693,4,4
Recuerdos,Jor Posada,0.304,0.488,5,-8.879,1,0.0307,0.628,0.91,0.15,0.158,172.064,n,4VDOsLoNjqIwHHnfNbWKPY,spotify:track:4VDOsLoNjqIwHHnfNbWKPY,https://api.spotify.com/v1/tracks/4VDOsLoNjqIwHHnfNbWKPY,https://api.spotify.com/v1/audio-analysis/4VDOsLoNjqIwHHnfNbWKPY,258013,3,8
How I Feel,LUCKY3RD,0.779,0.626,2,-7.76,0,0.226,0.174,0.0,0.207,0.486,86.037,n,47P4vokdklBmvZ0uSDgRPD,spotify:track:47P4vokdklBmvZ0uSDgRPD,https://api.spotify.com/v1/tracks/47P4vokdklBmvZ0uSDgRPD,https://api.spotify.com/v1/audio-analysis/47P4vokdklBmvZ0uSDgRPD,176901,4,2
By My Side,Ear Ringers,0.377,0.548,2,-4.273,0,0.0325,0.0754,3.47e-05,0.107,0.269,180.838,n,7KTWmbmvyGdepk1h5IpSXi,spotify:track:7KTWmbmvyGdepk1h5IpSXi,https://api.spotify.com/v1/tracks/7KTWmbmvyGdepk1h5IpSXi,https://api.spotify.com/v1/audio-analysis/7KTWmbmvyGdepk1h5IpSXi,248813,3,9
A Million Miles From Home,Ear Ringers,0.551,0.812,4,-2.425,0,0.0423,0.0019,0.000104,0.087,0.517,96.377,n,092BcKigAIgI46H160yJMQ,spotify:track:092BcKigAIgI46H160yJMQ,https://api.spotify.com/v1/tracks/092BcKigAIgI46H160yJMQ,https://api.spotify.com/v1/audio-analysis/092BcKigAIgI46H160yJMQ,211653,4,2
Intro,Swishahouse,0.711,0.501,1,-9.234,1,0.397,0.0028,0.165,0.178,0.162,124.413,n,6m58CLwtePRSzD8nRgEFHj,spotify:track:6m58CLwtePRSzD8nRgEFHj,https://api.spotify.com/v1/tracks/6m58CLwtePRSzD8nRgEFHj,https://api.spotify.com/v1/audio-analysis/6m58CLwtePRSzD8nRgEFHj,170053,4,0
# One Mix,Swishahouse,0.695,0.833,1,-3.48,1,0.127,0.0188,0.0,0.312,0.663,144.255,n,6QgyJ2lkpRhDYXa99qNrR8,spotify:track:6QgyJ2lkpRhDYXa99qNrR8,https://api.spotify.com/v1/tracks/6QgyJ2lkpRhDYXa99qNrR8,https://api.spotify.com/v1/audio-analysis/6QgyJ2lkpRhDYXa99qNrR8,28160,4,7
# One,Swishahouse,0.913,0.592,1,-8.964,1,0.539,0.0947,2.63e-06,0.113,0.561,140.861,n,5i5JWub3Jq1Q7pra7LJQXH,spotify:track:5i5JWub3Jq1Q7pra7LJQXH,https://api.spotify.com/v1/tracks/5i5JWub3Jq1Q7pra7LJQXH,https://api.spotify.com/v1/audio-analysis/5i5JWub3Jq1Q7pra7LJQXH,586827,4,0
